LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-02-21 23:47:37,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-32,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:37,1900-01-00 00:00:00,,6E:D5:D2:02:BE:51,-31, ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:37,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:37,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-32,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:37,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-29,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:37,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:37,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-32,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:38,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:39,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:39,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:39,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:39,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:39,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:39,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:39,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-41,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:39,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:39,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:39,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:40,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-42,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-29,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-29,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-29,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-29,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,,E0:D4:64:6C:C8:E8,-31,,0.000000,0.000000,0.000,0.000,Client
2025-02-21 23:47:41,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:42,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:43,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:44,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:45,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:45,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:45,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:45,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-02-21 23:47:45,1900-01-00 00:00:00,forSprint,6E:D5:D2:02:BE:51,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
